product_id,shade_id,brand_name,product_name,shade_name,url,chip_url,chip_rgb,chip_hex,r,g,b,L_lab,a_lab,b_lab,C_lab,H_lab_deg,hue_hsl_deg,sat_hsl,light_hsl,Y_rel,depth,warmth,sat_eff,colorfulness
P1000203314,352449,GUERLAIN,Rouge G - La Recharge - Le Rouge À Lèvres Soin Personnalisable,"Satin - 968 Le Lie De Vin (3,5g)",https://www.sephora.fr/p/rouge-g---la-recharge---le-rouge-a-levres-soin-personnalisable-P1000203314.html,https://media.sephora.eu/content/dam/digital/pim/published/G/GUERLAIN/733310/352449-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"140,18,32",#8c1220,140,18,32,29.698754833247527,48.833686061588025,26.44896896445964,55.5362661118362,28.440560069048047,353.11475409836066,0.7721518987341773,0.30980392156862746,0.06114192851902418,70.30124516675247,2.032125933665629,1.8699863487092656,0.153812000467744
P1000203314,352450,GUERLAIN,Rouge G - La Recharge - Le Rouge À Lèvres Soin Personnalisable,"Velvet - 879 Le Cerise Noire (3,5g)",https://www.sephora.fr/p/rouge-g---la-recharge---le-rouge-a-levres-soin-personnalisable-P1000203314.html,https://media.sephora.eu/content/dam/digital/pim/published/G/GUERLAIN/733311/352450-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"148,35,55",#942337,148,35,55,33.511491493491064,47.49561715420261,16.714525847903417,50.350859209936196,19.387848657916265,349.3805309734513,0.6174863387978141,0.35882352941176476,0.07775781711746246,66.48850850650894,-7.033282729197889,1.5024953222304607,0.13970433435674887
P1000203314,352451,GUERLAIN,Rouge G - La Recharge - Le Rouge À Lèvres Soin Personnalisable,"Velvet - 258 Bois De Rose (3,5g)",https://www.sephora.fr/p/rouge-g---la-recharge---le-rouge-a-levres-soin-personnalisable-P1000203314.html,https://media.sephora.eu/content/dam/digital/pim/published/G/GUERLAIN/733312/352451-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"170,51,55",#aa3337,170,51,55,39.90233837719118,48.56190765722168,25.719987824410985,54.952494474740405,27.907170056605537,357.98319327731093,0.5384615384615384,0.43333333333333335,0.11192212733602364,60.09766162280882,1.4390339958001448,1.377174789990557,0.15447757701138362
P1000203314,352452,GUERLAIN,Rouge G - La Recharge - Le Rouge À Lèvres Soin Personnalisable,"Satin - 880 Le Rouge Rubis (3,5g)",https://www.sephora.fr/p/rouge-g---la-recharge---le-rouge-a-levres-soin-personnalisable-P1000203314.html,https://media.sephora.eu/content/dam/digital/pim/published/G/GUERLAIN/733313/352452-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"192,16,35",#c01023,192,16,35,40.73880473952618,63.49623255894537,39.66186678720043,74.8654474789626,31.99027571695615,353.52272727272725,0.8461538461538461,0.40784313725490196,0.11702174783169851,59.26119526047382,7.913750507727745,1.8376937653825072,0.2224027332982819
P1000203314,352454,GUERLAIN,Rouge G - La Recharge - Le Rouge À Lèvres Soin Personnalisable,"Velvet - 770 Le Rouge Grenadine (3,5g)",https://www.sephora.fr/p/rouge-g---la-recharge---le-rouge-a-levres-soin-personnalisable-P1000203314.html,https://media.sephora.eu/content/dam/digital/pim/published/G/GUERLAIN/733315/352454-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"180,23,49",#b41731,180,23,49,38.796476170907276,59.63647268045904,28.53110489133427,66.11000544613088,25.567247070261942,350.06369426751587,0.7733990147783251,0.39803921568627454,0.10541051257881132,61.203523829092724,-1.287131448895252,1.7040208794969243,0.19475918943277645
P1000203314,352455,GUERLAIN,Rouge G - La Recharge - Le Rouge À Lèvres Soin Personnalisable,"Velvet - 940 Le Brun Chaud (3,5g)",https://www.sephora.fr/p/rouge-g---la-recharge---le-rouge-a-levres-soin-personnalisable-P1000203314.html,https://media.sephora.eu/content/dam/digital/pim/published/G/GUERLAIN/733316/352455-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"125,45,44",#7d2d2c,125,45,44,30.44804643160115,34.660483939002646,18.994161049676517,39.52375615837782,28.723015692663353,0.7407407407407434,0.47928994082840237,0.33137254901960783,0.06419901875885912,69.55195356839886,1.6639190801751944,1.2980719878749678,0.10575809702573694
P1000203314,352456,GUERLAIN,Rouge G - La Recharge - Le Rouge À Lèvres Soin Personnalisable,"Velvet - 880 Le Rouge Rubis (3,5g)",https://www.sephora.fr/p/rouge-g---la-recharge---le-rouge-a-levres-soin-personnalisable-P1000203314.html,https://media.sephora.eu/content/dam/digital/pim/published/G/GUERLAIN/733317/352456-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"190,33,45",#be212d,190,33,45,41.57612298999548,60.005641279869906,34.66122255557945,69.29702255115899,30.01213649472004,355.4140127388535,0.7040358744394619,0.4372549019607843,0.12227939589539294,58.42387701000452,4.658401915644497,1.6667504704042275,0.2005916853248242
P1000203314,352457,GUERLAIN,Rouge G - La Recharge - Le Rouge À Lèvres Soin Personnalisable,"Satin - 520 Le Rouge Profond (3,5g)",https://www.sephora.fr/p/rouge-g---la-recharge---le-rouge-a-levres-soin-personnalisable-P1000203314.html,https://media.sephora.eu/content/dam/digital/pim/published/G/GUERLAIN/733318/352457-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"164,15,35",#a40f23,164,15,35,34.71791629484455,56.22920423845213,31.587991020935966,64.49437639072336,29.32605676640145,351.9463087248322,0.8324022346368715,0.3509803921568628,0.08358151523169109,65.28208370515546,3.473388901709903,1.857668410828575,0.18665235156841922
P1000203314,352458,GUERLAIN,Rouge G - La Recharge - Le Rouge À Lèvres Soin Personnalisable,"Velvet - 539 Le Tonka Halé (3,5g)",https://www.sephora.fr/p/rouge-g---la-recharge---le-rouge-a-levres-soin-personnalisable-P1000203314.html,https://media.sephora.eu/content/dam/digital/pim/published/G/GUERLAIN/733319/352458-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"170,85,66",#aa5542,170,85,66,46.22937060069397,33.13242587137599,27.029937485926503,42.759503792903395,39.2080893919067,10.961538461538458,0.44067796610169485,0.4627450980392157,0.15438754372928648,53.77062939930603,10.463724550238506,0.9249423740210193,0.12342993193259814
P1000203314,352459,GUERLAIN,Rouge G - La Recharge - Le Rouge À Lèvres Soin Personnalisable,"Velvet - 772 Le Rose Bourbon (3,5g)",https://www.sephora.fr/p/rouge-g---la-recharge---le-rouge-a-levres-soin-personnalisable-P1000203314.html,https://media.sephora.eu/content/dam/digital/pim/published/G/GUERLAIN/733320/352459-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"187,44,72",#bb2c48,187,44,72,42.51718813513001,57.37735994453791,19.202742539860562,60.50542748594735,18.50408279875768,348.25174825174827,0.6190476190476192,0.4529411764705882,0.1283737950124403,57.48281186486999,-9.485937432408392,1.4230815851143852,0.1758469372173417
