product_id,shade_id,brand_name,product_name,shade_name,chip_hex,chip_rgb,r,g,b,L_lab,a_lab,b_lab,C_lab,H_lab_deg,cluster_id
P10016548,239700,GIVENCHY,Rose Perfecto Lip Balm - Baume Embellisseur de Lèvres Hydratation 24H,"N001 - Pink Irresistible (2,8 g)",#f1a1a1,"241,161,161",241,161,161,74.0408300329587,29.696226875803035,12.221308638631868,32.112712054572164,22.369329586346964,19
P10016548,239692,GIVENCHY,Rose Perfecto Lip Balm - Baume Embellisseur de Lèvres Hydratation 24H,"N117 - Chilling Brown (2,8 g)",#b26166,"178,97,102",178,97,102,50.65913536589716,33.18246679050235,11.83807635206946,35.230897718057335,19.634213120491893,1
P10016548,239691,GIVENCHY,Rose Perfecto Lip Balm - Baume Embellisseur de Lèvres Hydratation 24H,"N110 - Milky Nude (2,8 g)",#c18484,"193,132,132",193,132,132,61.2274886978728,23.478118683947223,9.536351283599153,25.34095603448526,22.106024639949908,19
P10016548,323995,GIVENCHY,Rose Perfecto Lip Balm - Baume Embellisseur de Lèvres Hydratation 24H,"N302 - Warm Mapple (2,8 g)",#b55039,"181,80,57",181,80,57,46.78944215841835,39.41529311119785,33.275766592927965,51.583349768977406,40.17222525859279,29
P10016548,323996,GIVENCHY,Rose Perfecto Lip Balm - Baume Embellisseur de Lèvres Hydratation 24H,"N501 - Spicy Brown (2,8 g)",#611815,"97,24,21",97,24,21,21.017032345232263,32.56867510952732,21.21680582392066,38.869929865641616,33.08216118474354,21
P10016548,323997,GIVENCHY,Rose Perfecto Lip Balm - Baume Embellisseur de Lèvres Hydratation 24H,"N111 - Soft Nude (2,8 g)",#a16559,"161,101,89",161,101,89,49.0164504431186,22.77402520213012,16.922873203603707,28.373224373914685,36.61522196211149,17
P10016548,330119,GIVENCHY,Rose Perfecto Lip Balm - Baume Embellisseur de Lèvres Hydratation 24H,"N37 - Rouge Grainé (2,8 g)",#9c495a,"156,73,90",156,73,90,42.112751681645086,36.32318269133666,6.616486835710345,36.92088161021277,10.323583317792554,5
P4147087,217112,GUCCI,Rouge à Lèvres Voile,206 Katrin Sand (3.5g),#ab5e4d,"171,94,77",171,94,77,48.51280974202089,29.56509431850035,23.5497124592234,37.79793326326087,38.53864359494713,17
P4147087,217109,GUCCI,Rouge à Lèvres Voile,201 The Painted Veil (3.5g),#da514a,"218,81,74",218,81,74,53.26461184066743,53.20501052099913,32.80758679515141,62.50688678746544,31.659058280606587,4
P4147087,217110,GUCCI,Rouge à Lèvres Voile,203 Mildred Rosewood (3.5g),#7f4338,"127,67,56",127,67,56,35.62180968323455,24.606402954438472,18.16808800361137,30.586835208356646,36.44023127084887,11
P4147087,217114,GUCCI,Rouge à Lèvres Voile,301 Mae Coral (3.5g),#ea5e72,"234,94,114",234,94,114,58.712186219105135,55.67901004158543,17.217718107144186,58.280373849419085,17.18326956751588,16
P4147087,217115,GUCCI,Rouge à Lèvres Voile,302 Agatha Orange (3.5g),#e63e1e,"230,62,30",230,62,30,52.25017998530012,62.81059295496855,55.07885337719465,83.53951565996329,41.247649522323286,27
P4147087,217119,GUCCI,Rouge à Lèvres Voile,406 Millicent Rose (3.5g),#d96e97,"217,110,151",217,110,151,60.01634138264805,46.34554449635109,-2.7475175194030976,46.42691403897835,356.6072871052816,18
P4147087,217116,GUCCI,Rouge à Lèvres Voile,401 Three Wise Girls (3.5g),#e8427a,"232,66,122",232,66,122,54.51433626884429,66.78646357977114,6.568205493045598,67.10866591499916,5.616769269459667,18
P4147087,217120,GUCCI,Rouge à Lèvres Voile,500 Odalie Red (3.5g),#e43739,"228,55,57",228,55,57,51.298311772686304,65.21746203673095,40.591604782929714,76.81793887736123,31.898296581523084,14
P4147087,217113,GUCCI,Rouge à Lèvres Voile,25* Goldie Red (3.5g),#e73e43,"231,62,67",231,62,67,52.77930116070532,64.27567469603379,36.77215347318388,74.05102044324404,29.773900238309523,14
P4147087,217121,GUCCI,Rouge à Lèvres Voile,502 Eadie Scarlet (3.5g),#e2263c,"226,38,60",226,38,60,49.358227735732086,69.26697968744571,36.598302359730894,78.34124207998812,27.850440592627024,14
P4147087,217123,GUCCI,Rouge à Lèvres Voile,508 Diana Amber (3.5g),#dc2034,"220,32,52",220,32,52,47.62589399591838,68.64392410850844,38.95386300731245,78.92649593265327,29.573923102923743,14
P4147087,217125,GUCCI,Rouge à Lèvres Voile,603 Marina Violet (3.5g),#60283f,"96,40,63",96,40,63,24.839699326123068,28.22800691307817,-2.1615842020953013,28.310648536328813,355.6210716111153,15
P4147087,217122,GUCCI,Rouge à Lèvres Voile,506 Louisa Red (3.5g),#71373d,"113,55,61",113,55,61,30.83315166708875,26.190711553970264,8.141585681491371,27.42697192750845,17.268261994045815,6
P4147087,241306,GUCCI,Rouge à Lèvres Voile,"518 Amy Blush 3,5g",#e14c2a,"225,76,42",225,76,42,53.32901775688144,56.30453734947427,50.29545061316768,75.4972402046587,41.77362700919685,27
P4147087,241307,GUCCI,Rouge à Lèvres Voile,"310 I Dream Too Much 3,5g",#b7622d,"183,98,45",183,98,45,50.68124917398377,30.234727352478785,43.99815264947342,53.385168114796585,55.50386098048466,9
P4147087,241308,GUCCI,Rouge à Lèvres Voile,"307 Louise Orange 3,5g",#823912,"130,57,18",130,57,18,33.38677725004827,29.14791690161067,37.268030659906046,47.3128647301228,51.97047438640749,9
P4147087,241309,GUCCI,Rouge à Lèvres Voile,"213 Love is Better 3,5g",#9c3642,"156,54,66",156,54,66,38.02436203824297,43.29568982567181,15.955293012199244,46.14204300403175,20.229810674879783,8
P4147087,241310,GUCCI,Rouge à Lèvres Voile,"410 No more Orchids 3,5g",#fd7984,"253,121,132",253,121,132,66.69453081866416,51.218554553131234,18.329590392738183,54.3995791755565,19.690771063636817,16
P4147087,324933,GUCCI,Rouge à Lèvres Voile,"208 They Met In Argentina (3,5 g)",#b95650,"185,86,80",185,86,80,48.94809107622108,39.49103819168265,22.74632189228263,45.57342709391376,29.94138027392637,4
P4147087,324934,GUCCI,Rouge à Lèvres Voile,"214 Call It A Day (3,5 g)",#925851,"146,88,81",146,88,81,43.77912751824002,23.101347360844738,14.242917056534065,27.139140298943097,31.65551502691744,11
P4147087,324936,GUCCI,Rouge à Lèvres Voile,"221 Candace Rose (3,5 g)",#994c4b,"153,76,75",153,76,75,41.92409548207113,31.998677711126884,15.534741587688885,35.57026245976882,25.89567987797573,8
P1737004,33623,SISLEY,Phyto-Lip Twist - Baume à lèvres teinté,"N°1 Nude (2,5 g)",#d78f8a,"215,143,138",215,143,138,66.46638792436991,26.692211157869792,13.8897613114912,30.08985885288441,27.491007180925635,19
P1737004,33622,SISLEY,Phyto-Lip Twist - Baume à lèvres teinté,"N°2 Baby (2,5 g)",#ef8589,"239,133,137",239,133,137,67.22933921515383,40.80896080746488,15.957778263695666,43.81805528887016,21.357294137735607,16
P1737004,33621,SISLEY,Phyto-Lip Twist - Baume à lèvres teinté,"N°3 Peach (2,5 g)",#f08575,"240,133,117",240,133,117,66.96788179115408,39.267203013347405,26.79240927829296,47.53679025162509,34.30611305925015,25
P1737004,33620,SISLEY,Phyto-Lip Twist - Baume à lèvres teinté,"N°4 Pinky (2,5 g)",#d8516c,"216,81,108",216,81,108,53.568554482039616,54.97015907413405,13.190590800825808,56.53061183385894,13.493518380653825,16
P1737004,33619,SISLEY,Phyto-Lip Twist - Baume à lèvres teinté,"N°5 Berry (2,5 g)",#93343f,"147,52,63",147,52,63,36.02228706402033,40.82065980781291,14.889306675792046,43.4513258765596,20.039405233976368,8
P1737004,33618,SISLEY,Phyto-Lip Twist - Baume à lèvres teinté,"N°6 Cherry (2,5 g)",#d22138,"210,33,56",210,33,56,45.74275785990602,65.9226181473505,33.95870332577374,74.15514220180083,27.25434389594517,14
P1737004,20857,SISLEY,Phyto-Lip Twist - Baume à lèvres teinté,"N°7 Coral Crayon (2,5 g)",#ce624e,"206,98,78",206,98,78,54.46035226389815,41.20075577755639,31.58306721436021,51.91331631969432,37.47251932540093,4
P1737004,21092,SISLEY,Phyto-Lip Twist - Baume à lèvres teinté,"N°8 Candy Crayon (2,5 g)",#dd6261,"221,98,97",221,98,97,57.05102785777774,48.04757017594508,24.494153423237776,53.93081263742906,27.01201579379012,16
P1737004,21090,SISLEY,Phyto-Lip Twist - Baume à lèvres teinté,"N°9 Chestnut Crayon (2,5 g)",#a83030,"168,48,48",168,48,48,38.99283247499222,48.70917363331065,28.78585967793681,56.57923040690704,30.581987231387416,24
P1737004,10609,SISLEY,Phyto-Lip Twist - Baume à lèvres teinté,"N°11 Litchi (2,5 g)",#ac675c,"172,103,92",172,103,92,50.97372286181833,26.45436139730967,18.04982296998712,32.025448415086124,34.30573614603662,17
P1737004,10613,SISLEY,Phyto-Lip Twist - Baume à lèvres teinté,"N°13 Poppy (2,5 g)",#d74551,"215,69,81",215,69,81,51.0385153198252,57.57007972598493,25.82453712678065,63.096915910912266,24.1598438300386,14
P1737004,10299,SISLEY,Phyto-Lip Twist - Baume à lèvres teinté,"N°15 Nut (2,5 g)",#b74f49,"183,79,73",183,79,73,47.16179840284396,41.69971421373142,24.51262400832237,48.37080629140118,30.448576741002626,4
P1737004,9547,SISLEY,Phyto-Lip Twist - Baume à lèvres teinté,"N°16 Balm (2,5 g)",#e6b4b2,"230,180,178",230,180,178,77.68707216923339,17.800675213425208,7.975906181656489,19.5058739222942,24.135606249085072,19
P1737004,96359,SISLEY,Phyto-Lip Twist - Baume à lèvres teinté,"23 Black Rose, 2,5 g",#b97f77,"185,127,119",185,127,119,58.81385553489966,21.432865068793603,13.438962018164302,25.297695649659,32.0887782304647,25
P1737004,255472,SISLEY,Phyto-Lip Twist - Baume à lèvres teinté,PHYTO LIP TWIST - 24 ROSY NUDE,#bb8179,"187,129,121",187,129,121,59.56927778124502,21.36526304433217,13.383599244987488,25.21101334147312,32.06379641710714,25
P1737004,255473,SISLEY,Phyto-Lip Twist - Baume à lèvres teinté,PHYTO LIP TWIST - 25 SOFT BERRY,#8d3a4b,"141,58,75",141,58,75,36.36350221254153,36.890163129223055,7.555117397137745,37.65586188875806,11.57414665558838,5
P1737004,255474,SISLEY,Phyto-Lip Twist - Baume à lèvres teinté,PHYTO LIP TWIST - 26 TRUE RED,#c0464f,"192,70,79",192,70,79,47.1767383305266,49.49993291039145,21.229384371913262,53.86028331659322,23.213381687231163,24
P10014519,235283,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"112 Sally Soft Honey (1,8 g)",#ca605b,"202,96,91",202,96,91,53.68701434524616,41.678877363291846,23.004429101010903,47.60601407939714,28.89626235390142,4
P10014519,235284,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"113 Linnett Stone (1,8 g)",#965a4c,"150,90,76",150,90,76,44.6879948515825,23.07519354143584,18.57040625019305,29.619664840641445,38.82634319220665,17
P10014519,235285,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"204 Peggy Taupe (1,8 g)",#95584d,"149,88,77",149,88,77,44.09835336067215,23.90412140287545,17.15733215380988,29.424157875452728,35.66913016958506,11
P10014519,235286,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"214 Call It a Day (1,8 g)",#bd6963,"189,105,99",189,105,99,53.841411105108335,32.80351182332103,18.225227330143024,37.526381376015394,29.0560109732599,1
P10014519,235287,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"215 Julie Blush (1,8 g)",#e55c5c,"229,92,92",229,92,92,57.16295334625725,53.22866275555849,27.75949413153577,60.032325068947216,27.5426726891572,4
P10014519,235288,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"216 My Cousin Rachel (1,8 g)",#d75550,"215,85,80",215,85,80,53.5221266131806,50.77453491808603,29.570573160812152,58.75774155978837,30.216086942514835,4
P10014519,235290,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"308 Lucy Dark Orange (1,8 g)",#ae3a16,"174,58,22",174,58,22,41.3518032420252,45.7395900009378,45.37433344647782,64.42779081394957,44.77031450173519,12
P10014519,235292,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"411 Emmy Petal (1,8 g)",#f35051,"243,80,81",243,80,81,57.455415279173295,62.154441892297015,34.90808571866384,71.28638786952604,29.320074033568915,14
P10014519,235293,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"412 Princess Narah Rose (1,8 g)",#ff445c,"255,68,92",255,68,92,58.2015563262588,70.56585500037771,29.97745164203096,76.66933871427767,23.01652569946873,14
P10014519,235291,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"402 Vantine Fuchsia (1,8 g)",#fd4ea3,"253,78,163",253,78,163,60.76543059826659,72.32789793387417,-7.976665948886774,72.76642095907322,353.70658067311376,18
P10014519,235296,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"515 (1,8 g)",#ad2d0b,"173,45,11",173,45,11,39.22123143518906,50.35158320545147,47.9262121720645,69.51405429448958,43.58629996424253,12
P10014519,235297,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"516 Margaret Ruby (1,8 g)",#ab1118,"171,17,24",171,17,24,36.22899166678379,57.48075049272122,39.846243572630094,69.94111669151299,34.73009534047287,12
P10014519,235282,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"25* Goldie Red (1,8 g)",#d70b18,"215,11,24",215,11,24,45.29994655072885,69.70241891566198,51.03750249311357,86.39012596025663,36.21233279053172,27
P10014519,235294,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"508 Diana Amber (1,8 g)",#c6061f,"198,6,31",198,6,31,41.593507038449154,66.03489319399559,43.101255618337966,78.85635900179335,33.13265550670786,27
P10014519,235298,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"517 Abbie Maroon Red (1,8 g)",#bf020c,"191,2,12",191,2,12,39.832157273099824,64.35818060353698,49.81389769531618,81.38427252360809,37.740241824528994,27
P10014519,235299,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"714 Jody Wild Mauve (1,8 g)",#432025,"67,32,37",67,32,37,17.27410767484409,17.443124853072838,4.260484737224224,17.95589972226421,13.725759777789222,6
P10014519,367448,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"217 Valeria Rose (1,8g)",#8c3c3a,"140,60,58",140,60,58,36.20333130765913,33.8885373138777,18.0698552975342,38.4051120522764,28.06718031808947,8
P10014519,367449,GUCCI,Rouge de Beauté Brillant - Rouge à Lèvres,"509 Rosso Ancora (1,8g)",#611621,"97,22,33",97,22,33,20.92643800945004,34.132334189301424,12.98286166863969,36.51809050754419,20.825233626974125,6
P10013765,233111,CHARLOTTE TILBURY,Hyaluronic Happikiss - Baume à lèvres,"Crytstal Happikiss (2,4 g)",#d45068,"212,80,104",212,80,104,52.66145927876288,53.75985794532878,14.213532980787312,55.6070755039128,14.809529323187064,16
P10013765,233106,CHARLOTTE TILBURY,Hyaluronic Happikiss - Baume à lèvres,"Enchanting Kiss (2,4 g)",#a54855,"165,72,85",165,72,85,43.20017891909857,39.59919745700225,11.436879622856411,41.21769831936715,16.109560695293794,5
P10013765,233112,CHARLOTTE TILBURY,Hyaluronic Happikiss - Baume à lèvres,"Happipetal (2,4 g)",#904140,"144,65,64",144,65,64,37.98866972000515,33.335600733384986,16.80173000031018,37.3304220075126,26.74890901660212,8
P10013765,233113,CHARLOTTE TILBURY,Hyaluronic Happikiss - Baume à lèvres,"Happipeach (2,4 g)",#9c4832,"156,72,50",156,72,50,41.11258264861674,33.338525435851665,29.598173129315708,44.58148865650265,41.59889013415881,29
P10013765,233109,CHARLOTTE TILBURY,Hyaluronic Happikiss - Baume à lèvres,"Romance Kiss (2,4 g)",#a3454a,"163,69,74",163,69,74,42.06087574691094,39.346628246242354,16.60068432626929,42.70526752578,22.87530375558464,8
P10013765,233114,CHARLOTTE TILBURY,Hyaluronic Happikiss - Baume à lèvres,"Passion Kiss (2,4 g)",#6d2c25,"109,44,37",109,44,37,27.261279610163875,28.38728775338495,18.872901749688875,34.08848084686216,33.61740563786731,28
P10013765,233115,CHARLOTTE TILBURY,Hyaluronic Happikiss - Baume à lèvres,"Happiberry (2,4 g)",#6c202c,"108,32,44",108,32,44,24.96438199399224,34.55938660621619,11.206855287709882,36.33104468684579,17.96674790966813,6
P10013765,233117,CHARLOTTE TILBURY,Hyaluronic Happikiss - Baume à lèvres,"Pillow Talk (2,4 g)",#9d504e,"157,80,78",157,80,78,43.44444900778184,31.699404194483023,15.862572517156792,35.4467690085749,26.583658491443487,1
P10043303,299740,NARS,Powermatte Lipstick - Rouge à lèvres,"American Woman (1,5 g)",#cb7b7c,"203,123,124",203,123,124,60.17725220111345,31.2270795730758,12.80230549386927,33.749511472339314,22.29237704279018,26
P10043303,299741,NARS,Powermatte Lipstick - Rouge à lèvres,"Dragon Girl (1,5 g)",#bf1c28,"191,28,40",191,28,40,41.31728428132735,61.26653261439138,37.34712876102847,71.75232431972586,31.365837590447484,12
P10043303,299744,NARS,Powermatte Lipstick - Rouge à lèvres,"Mogador (1,5 g)",#923023,"146,48,35",146,48,35,34.69769522785595,40.508609634814285,30.52542581599176,50.7222739611838,36.99999906326093,0
P10043303,299745,NARS,Powermatte Lipstick - Rouge à lèvres,Night Moves - 1.5 g,#8b363c,"139,54,60",139,54,60,34.91333659550822,36.72197883885889,15.066483947590436,39.69260218711543,22.307616287729218,8
P10043303,299746,NARS,Powermatte Lipstick - Rouge à lèvres,"No Angel (1,5 g)",#a54e37,"165,78,55",165,78,55,43.83772594790055,34.0868967490231,30.299986000297107,45.607079292548015,41.634029685461655,29
P10043303,299749,NARS,Powermatte Lipstick - Rouge à lèvres,"Too Hot To Hold (1,5 g)",#b73320,"183,51,32",183,51,32,42.06562002357308,51.87078939704642,41.916071734106296,66.68984827011896,38.94120093281549,12
P10043303,329901,NARS,Powermatte Lipstick - Rouge à lèvres,"Modern Love (1,5 g)",#994e3f,"153,78,63",153,78,63,42.12623953210719,29.83553035119668,23.07748962765155,37.71908533954056,37.72159931240009,29
P10043303,329902,NARS,Powermatte Lipstick - Rouge à lèvres,"Start Me Up (1,5 g)",#b96b58,"185,107,88",185,107,88,53.53210435260051,29.09219925418094,24.08904578212093,37.7708642228118,39.62558009519671,17
P10043303,329903,NARS,Powermatte Lipstick - Rouge à lèvres,"Get Lucky (1,5 g)",#ab4e59,"171,78,89",171,78,89,45.40092566466582,39.1570652382065,12.185510775504682,41.00929688411032,17.285917746615382,5
P10043303,329904,NARS,Powermatte Lipstick - Rouge à lèvres,"Rocket Queen (1,5 g)",#c94e3f,"201,78,63",201,78,63,49.77261369489135,48.04456908130816,34.20334111768732,58.9758354058802,35.44739015704596,4
P10043303,329905,NARS,Powermatte Lipstick - Rouge à lèvres,"Walkyrie (1,5 g)",#975b54,"151,91,84",151,91,84,45.22484636252447,23.7875999503106,14.519102212082458,27.868517011870484,31.39840166976603,11
P10043303,329906,NARS,Powermatte Lipstick - Rouge à lèvres,"Chesnut (1,5 g)",#78554c,"120,85,76",120,85,76,39.60172742577009,13.237255521154731,11.016353347691265,17.221642628202748,39.76801827398441,11
P1000207987,371279,LANCÔME,Lip Idôle JuicyTreat - Gloss Huile à Lèvres brillance,10 Pink ôh la la (9 ml),#ffe2ea,"255,226,234",255,226,234,92.39573426045024,11.240077583580533,-0.2416073613888292,11.242673979173588,358.76860719464565,-1
P1000207987,371281,LANCÔME,Lip Idôle JuicyTreat - Gloss Huile à Lèvres brillance,12 Cherrylicious (9 ml),#f7465d,"247,70,93",247,70,93,57.027649300985615,67.6533085853524,27.603447140817504,73.06791673916004,22.196110958885583,14
P1000207987,371300,LANCÔME,Lip Idôle JuicyTreat - Gloss Huile à Lèvres brillance,16 Pinky promise (9 ml),#ff8280,"255,130,128",255,130,128,68.59848111605201,47.21221479265642,23.21613364514066,52.61161551460816,26.185190318235986,16
P1000207987,371302,LANCÔME,Lip Idôle JuicyTreat - Gloss Huile à Lèvres brillance,18 Berry Yummy (9 ml),#984062,"152,64,98",152,64,98,39.95815638615316,40.44650306839914,-1.5588479075840267,40.4765316851753,357.79285685146294,15
P1000207987,371280,LANCÔME,Lip Idôle JuicyTreat - Gloss Huile à Lèvres brillance,22 Rosy plump (9 ml),#ffbeb8,"255,190,184",255,190,184,82.67419140862322,22.54276413045253,12.189526403103269,25.627344157621348,28.40137529622541,19
P1000207987,371282,LANCÔME,Lip Idôle JuicyTreat - Gloss Huile à Lèvres brillance,25 Toffe talk (9ml),#da644a,"218,100,74",218,100,74,56.60324417971475,44.444254537565456,36.841286686601606,57.72843464120846,39.65643904765477,4
P1000207987,371283,LANCÔME,Lip Idôle JuicyTreat - Gloss Huile à Lèvres brillance,33 Idôle nude (9 ml),#e07872,"224,120,114",224,120,114,62.082624633908765,39.67654479778288,21.56354368515696,45.15766405995935,28.523346159263383,25
P1000207987,371285,LANCÔME,Lip Idôle JuicyTreat - Gloss Huile à Lèvres brillance,40 All the tea (9 ml),#d56556,"213,101,86",213,101,86,56.21709628992608,42.8772167273917,29.480191679325827,52.0340024958441,34.510433165435984,4
P1000207987,371286,LANCÔME,Lip Idôle JuicyTreat - Gloss Huile à Lèvres brillance,60 Million-dollar berry (9 ml),#87343d,"135,52,61",135,52,61,33.868677637586494,36.31950891308763,12.899397598294328,38.54220006806479,19.553228505125844,8
P1000207987,371287,LANCÔME,Lip Idôle JuicyTreat - Gloss Huile à Lèvres brillance,90 Berry bisou (9 ml),#92678b,"146,103,139",146,103,139,49.10120323287177,23.40007291611168,-12.951910552035905,26.745380898900702,331.0355279145914,-1
P10047902,312868,REM BEAUTY,Practically Permanent - Encre à lèvres marqueur,"miss berry - baie fraîche (1,6 ml)",#793c63,"121,60,99",121,60,99,34.392673583542994,31.89242552467656,-11.002192392950684,33.736849931470225,340.966680494272,15
P10047902,312869,REM BEAUTY,Practically Permanent - Encre à lèvres marqueur,"full out - rouge framboise (1,6 ml)",#822c57,"130,44,87",130,44,87,32.339530515231495,41.26505845713721,-6.251844753056391,41.73596305690417,351.3849447375352,15
P10047902,312870,REM BEAUTY,Practically Permanent - Encre à lèvres marqueur,"popular - rose fraise douce (1,6 ml)",#9a113d,"154,17,61",154,17,61,33.157216286151325,54.484118295199615,12.536539314264417,55.90781666621764,12.957950126572086,3
P10047902,312871,REM BEAUTY,Practically Permanent - Encre à lèvres marqueur,"booked n busy - vin mauve doux (1,6 ml)",#522c42,"82,44,66",82,44,66,23.63474024278655,20.945656117320578,-6.2207636160237945,21.84990641058891,343.4588224347624,15
P10050994,321482,HAUS LABS BY LADY GAGA,Monster Lip Crayon Vegan Lipstick and Lip Liner - Crayon à lèvres,"Blush Matte (1,4 g)",#995f58,"153,95,88",153,95,88,46.52899385797278,22.788147764913504,13.950017619720567,26.718957130585142,31.473347021370216,11
P10050994,321485,HAUS LABS BY LADY GAGA,Monster Lip Crayon Vegan Lipstick and Lip Liner - Crayon à lèvres,"Crimson Matte (1,4 g)",#b70e3c,"183,14,60",183,14,60,39.08925354297106,62.41627852118475,22.132250820561005,66.2240768211859,19.524048572001163,3
P10050994,321488,HAUS LABS BY LADY GAGA,Monster Lip Crayon Vegan Lipstick and Lip Liner - Crayon à lèvres,"Garnet Matte (1,4 g)",#6b0b27,"107,11,39",107,11,39,21.98996493077189,41.242278253967896,10.599270203917843,42.582508667683896,14.41310151938319,6
P10050994,321489,HAUS LABS BY LADY GAGA,Monster Lip Crayon Vegan Lipstick and Lip Liner - Crayon à lèvres,"Honey Matte (1,4 g)",#b0695c,"176,105,92",176,105,92,51.95930877155563,26.95751264509921,19.468938833291794,33.252775332371,35.83712794869547,17
P10050994,321490,HAUS LABS BY LADY GAGA,Monster Lip Crayon Vegan Lipstick and Lip Liner - Crayon à lèvres,"Light Peony Matte (1,4 g)",#c5777d,"197,119,125",197,119,125,58.55295187103019,31.22571656353257,9.831958378233562,32.73702461216335,17.47751242492336,26
P10050994,321491,HAUS LABS BY LADY GAGA,Monster Lip Crayon Vegan Lipstick and Lip Liner - Crayon à lèvres,"Mahogony Matte (1,4 g)",#4f2624,"79,38,36",79,38,36,20.736557498392912,18.92970184198267,10.057555638363036,21.43567207355837,27.982192581006927,28
P10050994,321492,HAUS LABS BY LADY GAGA,Monster Lip Crayon Vegan Lipstick and Lip Liner - Crayon à lèvres,"Maple Matte (1,4 g)",#8b514a,"139,81,74",139,81,74,41.00804603161362,23.43279028747802,14.566597965151008,27.59132901719788,31.86645187224628,11
P10050994,321493,HAUS LABS BY LADY GAGA,Monster Lip Crayon Vegan Lipstick and Lip Liner - Crayon à lèvres,"Mauve Matte (1,4 g)",#ca7081,"202,112,129",202,112,129,57.78260804281629,37.30841945708546,6.5078451767556444,37.87176007568773,9.894759331419266,26
P10050994,321494,HAUS LABS BY LADY GAGA,Monster Lip Crayon Vegan Lipstick and Lip Liner - Crayon à lèvres,"Melon Matte (1,4 g)",#de668a,"222,102,138",222,102,138,58.85507691001432,50.36591403916824,3.1805176991056783,50.46623613699767,3.613328495176688,18
P10050994,321495,HAUS LABS BY LADY GAGA,Monster Lip Crayon Vegan Lipstick and Lip Liner - Crayon à lèvres,"Mocha Matte (1,4 g)",#852a28,"133,42,40",133,42,40,31.34074964734134,38.75487061267657,22.971515954377697,45.051421081332506,30.656867935707908,21
P10050994,321497,HAUS LABS BY LADY GAGA,Monster Lip Crayon Vegan Lipstick and Lip Liner - Crayon à lèvres,"Rose Matte (1,4 g)",#b36463,"179,100,99",179,100,99,51.38336561567388,31.61814032100796,14.641282437416026,34.84356395047924,24.84724552956089,1
P10050994,321498,HAUS LABS BY LADY GAGA,Monster Lip Crayon Vegan Lipstick and Lip Liner - Crayon à lèvres,"Scarlet Matte (1,4 g)",#c6152d,"198,21,45",198,21,45,42.36208971938249,64.61584359821792,35.99064884745366,73.963058673706,29.11755240056482,12
P10042950,297311,GIVENCHY,"Le Rouge Interdit Intense Silk - Rouge à lèvres fini soyeux, couleur lumineuse","N319 - Rouge Santal (3,4 g)",#8b3c34,"139,60,52",139,60,52,35.926853482690255,33.02602792637227,21.415161288630912,39.36149963621301,32.96070017105569,29
P10042950,297312,GIVENCHY,"Le Rouge Interdit Intense Silk - Rouge à lèvres fini soyeux, couleur lumineuse","N332 - Rouge Safran (3,4 g)",#b34b37,"179,75,55",179,75,55,45.48942742091137,41.01294036325059,32.80504170212208,52.518873163059375,38.655284198233005,29
P10042950,279888,GIVENCHY,"Le Rouge Interdit Intense Silk - Rouge à lèvres fini soyeux, couleur lumineuse","N402 - Pourpre Défilé (3,4 g)",#8a2f45,"138,47,69",138,47,69,33.70549081670332,40.51493106162513,7.591638754824848,41.22005116338401,10.612946163252104,5
P10042950,279870,GIVENCHY,"Le Rouge Interdit Intense Silk - Rouge à lèvres fini soyeux, couleur lumineuse","N109 - Beige Sable (3,4 g)",#b57c71,"181,124,113",181,124,113,57.49519283876667,20.76435407980504,14.97662073319188,25.601905572386386,35.801626815580335,17
P10013914,234785,ARMANI,Lip Power - Rouge à Lèvres Longue Tenue et Couleur Intense,"102 Romanza (3,1 g)",#cb7d6f,"203,125,111",203,125,111,60.35066221541351,28.71488824642643,20.4582017593574,35.25737974142907,35.468342056433585,25
P10013914,234708,ARMANI,Lip Power - Rouge à Lèvres Longue Tenue et Couleur Intense,"103 Androgino (3,1 g)",#cd796c,"205,121,108",205,121,108,59.65288798407849,31.344422296393446,21.262707565402184,37.87579097664441,34.15128049683807,25
P10013914,234712,ARMANI,Lip Power - Rouge à Lèvres Longue Tenue et Couleur Intense,"104 Selfless (3,1 g)",#d27d71,"210,125,113",210,125,113,61.27656700448837,31.64728357591173,20.727429332273672,37.83089854151724,33.22284592722588,25
